Mt Gellibrand Wind Farm,VIC1,Wind,MTGELWF2
Bodangora Wind Farm,NSW1,Wind,BODWF1
Collinsville Solar PV Power Station,QLD1,Solar,CSPVPS1
Bannerton Solar Park,VIC1,Solar,BANN2
Crookwell 2 Wind Farm,NSW1,Wind,CROOKWF2
Bungala Two Solar Farm,SA1,Solar,BNGSF2
Gannawarra Solar Farm,VIC1,Solar,GANNSF2
Gannawarra Solar Farm,VIC1,Grid,GANNSFL1
Yawong Wind Farm,VIC1,Wind,YAWWF
Susan River Solar Farm,QLD1,Solar,SRSF1
Childers Solar Farm,QLD1,Solar,CHILDSF1
Tailem Bend Solar Project 1,SA1,Solar,TBSF1
Lincoln Gap Wind Farm,SA1,Wind,LGAPWF1
Lilyvale Solar Farm,QLD1,Solar,LILYSF1
Oakey 1 Solar Farm,QLD1,Solar,OAKEY1SF
Murra Warra Wind Farm,VIC1,Wind,MUWAWF1
Beryl Solar Farm,NSW1,Solar,BERYLSF1
Numurkah Solar Farm,VIC1,Solar,NUMURSF1
Numurkah Solar Farm,VIC1,Solar,NUMURSF2
Haughton Solar Farm Stage 1,QLD1,Solar,HAUGHT11
Rugby Run Solar Farm,QLD1,Solar,RUGBYR1
Coopers Gap Wind Farm,QLD1,Wind,COOPGWF1
Coopers Gap Wind Farm,QLD1,Wind,COOPGWF2
Clermont Solar Farm,QLD1,Solar,CLERMSF1
Yendon Wind Farm,VIC1,Wind,YENDWF1
Finely Solar Farm,NSW1,Solar,FINLYSF1
Oakey 2 Solar Farm,QLD1,Solar,OAKEY2SF
